30534 ,COCA COLA FACTORY ,PRACTICAL TRADES TRAINING CENTER ,6 ,"3,399 ",- ,-
30535 ,COCA COLA FACTORY ,FACTORY COMMUNITY CHRISTIAN ACADEMY ,6 ,"3,126 ",- ,-
30536 ,SOUL CLINIC COMMUNIT ,SOUL CLINIC MISSION I ,6 ,"3,127 ",- ,-
30537 ,SOUL CLINIC COMMUNIT ,SOUL CLINIC IDP CAMP ,1 ,507 ,5 ,"2,446"
30540 ,PAYNESVILLE ROAD COM ,NATHAN E GIBSON SCHOOL ,5 ,"2,850 ",- ,-
30541 ,PAYNESVILLE ROAD ,ROCK INTERNATIONAL SCHOOL ,6 ,"3,132 ",- ,-
30542 ,WOOD CAMP ,ST. MATTHEW'S LUTHERAN ,6 ,"3,160 ",- ,-
30552 ,POLICE ACADEMY ,ANN SANDELL INSTITUTE I ,5 ,"2,864 ",- ,-
30553 ,POLICE ACADEMY ,ANN SANDELL INSTITUTE II ,5 ,"2,905 ",- ,-
30554 ,DUPORT ROAD ,SEYMOUR GRANN SCHOOL ,6 ,"3,488 ",- ,-
30556 ,PAYNESVILLE CENTRAL ,WILLIAM BEAN  INSTITUTE ,6 ,"3,530 ",- ,-
30649 ,COCA COLA FACTORY ,MORRIS FARM IDP CAMP ,1 ,487 ,4 ,"1,809"
30650 ,PIPELINE ROAD ,SMALL CATHOLIC&CAT-LEK IDP CAMP ,4 ,"2,336 ",1 ,338
