33029 ,BOE BOUNGLAY ,BOE BOUNGLAY PUBLIC SCHOOL ,3 ,"1,394 ",- ,-
33030 ,SARBUGENTUO ,SARBUGENTUO PUBLIC SCHOOL ,2 ,995 ,- ,-
33031 ,TOWEH TOWN ,TOWEH TOWN PALAVA HUT ,3 ,"1,507 ",- ,-
33032 ,ZUATUO ,ZUATUO PUBLIC SCHOOL ,2 ,"1,136 ",- ,-
33033 ,LOUPLAY ,LOUPLAY PUBLIC SCHOOL ,4 ,"1,945 ",- ,-
33034 ,YOURPEA OLD TOWN ,YOURPEA OLD TOWN PUBLIC SCHOOL ,3 ,"1,281 ",- ,-
33035 ,BEATUO ,BEATUO PUBLIC SCHOOL ,3 ,"1,504 ",- ,-
33036 ,ZODRU ,ZODRU PUBLIC SCHOOL ,2 ,"1,015 ",- ,-
33037 ,VAHN TOWN ,VAHN TOWN PUBLIC SCHOOL ,2 ,619 ,- ,-
33038 ,TAPPITA CITY ,MEMORIAL HIGH SCHOOL ,3 ,"1,596 ",- ,-
33039 ,TAPPITA CITY ,PUBLIC WORK YARD ,2 ,"1,024 ",- ,-
33040 ,TAPPITA CITY ,CHIEF COMPOUND ,4 ,"2,207 ",- ,-
33041 ,ZEONGEHN ,ZEONGEHN PUBLIC SCHOOL ,3 ,"1,214 ",- ,-
33042 ,GRAIE ,GRAIE PALAVA HUT ,2 ,"1,181 ",- ,-
33043 ,ZOULAY ,ZOULAY CIVIL COMPOUND ,3 ,"1,253 ",- ,-
33044 ,ZIAH ,ZIAH PUBLIC SCHOOL ,3 ,"1,289 ",- ,-
33045 ,ZUAPLAY ,ZUAPLAY PUBLIC SCHOOL ,2 ,837 ,- ,-
33046 ,GRENPEA ,GRENPEA PUBLIC SCHOOL ,2 ,734 ,- ,-
33047 ,DIALAH ,DIALAH PUBLIC SCHOOL ,2 ,"1,183 ",- ,-
33048 ,GLAHN TOWN ,GLAHN PUBLIC SCHOOL ,2 ,675 ,- ,-
33049 ,KAIDKA TOWN ,KAIDKA PALAVA HUT ,1 ,244 ,- ,-
33050 ,SARKPAZON CAMP 1 ,SARKPAZON CAMP 1 PUBLIC SCHOOL ,1 ,325 ,- ,-
33051 ,ZEERUN TOWN ,ZEERUN TOWN PUBLIC SCHOOL ,1 ,316 ,- ,-
33052 ,WANTOE TOWN ,WANTOE TOWN PUBLIC SCHOOL ,1 ,220 ,- ,-
33053 ,BARLAWIN TOWN ,BARLAWIN TOWN PUBLIC SCHOOL ,1 ,51 ,- ,-
33054 ,TROYAR TOWN ,TROYAR TOWN PUBLIC SCHOOL ,1 ,99 ,- ,-
33055 ,GOGBOR TOWN ,GOGBOR TOWN PALAVA HUT ,1 ,325 ,- ,-
33056 ,GBORNINEWEN ,GBORNINEWEN PUBLIC SCHOOL ,1 ,58 ,- ,-
33057 ,HARABO TOWN ,GBARPLAY PUBLIC SCHOOL ,1 ,254 ,- ,-
33058 ,TEAH TOWN ,TEAH TOWN PUBLIC SCHOOL ,1 ,224 ,- ,-
33059 ,WRIGHT TOWN ,WRIGHT TOWN PALAVA HUT ,1 ,155 ,- ,-
