06534 ,TAMATA TOWN ,TAMATA PUBLIC SCHOOL ,3 ,"1,403 ",- ,-
06535 ,TOLOMINEH TOWN ,TOLOMINEH PUBLIC SCHOOL ,2 ,713 ,- ,-
06538 ,GBAOTO ,GBAOTO PUBLIC SCHOOL ,2 ,"1,073 ",- ,-
06539 ,JENNEPLETA ,JENEPLITA PUBLIC SCHOOL ,3 ,"1,311 ",- ,-
06540 ,KOLLITAWOLATOWN ,KOLLITAWOLA PUBLIC SCHOOL ,2 ,777 ,- ,-
06541 ,MELEKEI ,MELEKIE PUBLIC SCHOOL ,2 ,689 ,- ,-
06543 ,TOMUE ,TOMUE PALAVA HUT ,2 ,778 ,- ,-
06545 ,BLATANLA ,BCADP WAREHOUSE ,1 ,553 ,- ,-
06548 ,BLEMEYEA ,BLAMEYEA PUBLIC SCHOOL ,2 ,871 ,- ,-
06552 ,GBARNGA CITY ,NSAH WOHN-A NEHN SCHOOL ,5 ,"2,773 ",- ,-
06553 ,CENTRAL GBARNGA ,LOIC SCHOOL ,5 ,"2,649 ",- ,-
06554 ,GBARNGA CITY ,J.F. CLARKE KINDERGARTEN SCHOOL ,5 ,"2,421 ",- ,-
06555 ,GBARNGA CITY ,M.V. MASSAQUOI SCHOOL ,4 ,"2,309 ",- ,-
06556 ,GBARNGA CITY ,TUBMAN GRAY HIGH SCHOOL ,4 ,"2,177 ",- ,-
06557 ,GBARNGA CITY ,ASSEMBLIES OF GOD SCHOOL ,5 ,"2,550 ",- ,-
06558 ,GBARNGA CITY ,GBARNGA SPORTS STADIUM ,5 ,"2,548 ",- ,-
