24052 ,GAIMAI MU ,PALAVA HUT ,1 ,510 ,- ,-
24053 ,GAIMAI MU ,TOWN SCHOOL ,1 ,583 ,- ,-
24054 ,GAIMAI MU ,PALAVA HUT ,2 ,727 ,- ,-
24055 ,ZEAWOR TOWN ,COMMUNICATION TOWER ,1 ,549 ,- ,-
24056 ,ZEAWOR TOWN ,COUNTRY KITCHEN ,1 ,457 ,- ,-
24057 ,ZEAWOR TOWN ,PALAVA HUT ,2 ,"1,162 ",- ,-
24058 ,SCHEFFLIN TOWNSHIP ,SCHEFFLIN JUNIOR HIGH SCHOOL ,2 ,631 ,- ,-
24059 ,SCHEFFLIN TOWNSHIP ,BARRACKS SCHOOL BUILDING ,2 ,617 ,- ,-
24060 ,SCHEFFLIN TOWNSHIP ,PALAVA HUT ,1 ,125 ,- ,-
24061 ,DWARZOHN TOWN ,DWARZOHN PUBLIC SCHOOL ,3 ,"1,617 ",- ,-
24062 ,DWARZOHN TOWN ,ROCK INSTITUTE ,2 ,"1,175 ",- ,-
24063 ,MARSHALL CITY ,MARSHALL TOWN HALL ,1 ,596 ,- ,-
24064 ,KPAKPACON ,PALAVA HUT ,1 ,341 ,- ,-
24065 ,KPAKPACON ,PALAVA HUT ,1 ,140 ,- ,-
24066 ,OLD COTTON TREE ,COMMUNITY SCHOOL ,3 ,"1,472 ",- ,-
24067 ,NEW COTTON TREE ,COMMUNITY SCHOOL ,4 ,"1,959 ",- ,-
24068 ,PETERS TOWN ,JUNIOR HIGH SCHOOL ,3 ,"1,647 ",- ,-
24069 ,DOLOS TOWN ,COMMUNITY SCHOOL ,5 ,"2,617 ",- ,-
24070 ,CHARLESVILLE ,CHARLESVILLE PUBLIC SCHOOL ,1 ,471 ,- ,-
24071 ,CHARLESVILLE ,FNUNU DOCK COMMUNITY SCHOOL ,1 ,210 ,- ,-
24072 ,CHARLESVILLE ,FNUNU DOCK COMMUNITY SCHOOL ,1 ,226 ,- ,-
24073 ,GLOGARKPA ,PALAVA HUT ,1 ,177 ,- ,-
24074 ,GLOGARKPA ,OLD TERMINAL ,1 ,402 ,- ,-
24075 ,GLOGARKPA ,PALAVA HUT ,1 ,38 ,- ,-
24076 ,GLOGARKPA ,PALAVA CAMP ,1 ,124 ,- ,-
24077 ,UNIFICATION TOWN 1 ,RED CROSS BUILDING ,4 ,"2,275 ",- ,-
24078 ,UNIFICATION TOWN 2 ,YMCA HIGH SCHOOL/JOE BLOW TOWN PALAVA H ,3 ,"1,204 ",- ,-
24122 ,CLIPPER CAMP ,CLIPPER CAMP SCHOOL ,4 ,"1,878 ",- ,-
24123 ,LLOYDSVILLE TOWNSHIP ,LLOYDSVILLE PUBLIC SCHOOL ,1 ,181 ,- ,-
24125 ,UNIFICATION TOWN ,"IDP CAMP , PALAVA HUT ",1 ,333 ,2 ,"1,106"
