06029 ,KAYATA TOWN ,KAYATA SDA CHURCH ,2 ,"1,158 ",- ,-
06030 ,RAYMUND TOWN ,RAYMUND TOWN LUTHERAN CHURCH ,1 ,551 ,- ,-
06031 ,GOKAI ,GOKAI PUBLIC SCHOOL ,2 ,917 ,- ,-
06032 ,GANLAH TOWN ,GBARNLA TOWN ,2 ,679 ,- ,-
06036 ,KANKALAN TOWN ,KANKALAN PALAVA HUT ,1 ,538 ,- ,-
06037 ,ZULU HILLS ,ZULU HILL PALAVA HUT ,1 ,512 ,- ,-
06038 ,HAINDII ,HAINDII PALAVA HUT ,3 ,"1,460 ",- ,-
06039 ,BOUDUALA ,BOUDUALA PALAVA HUT ,1 ,455 ,- ,-
06040 ,POPOTA TA ,POPOTA TA PALAVA HUT ,2 ,970 ,- ,-
06041 ,NEIPOKORKOLI-TA ,NEIPOKORKOLI-TA PALAVA HUT ,2 ,986 ,- ,-
06042 ,BONG TOWN ,BONG MINE RECREATIONAL HALL ,5 ,"2,914 ",- ,-
06043 ,DEGAI ,DEGAI PALAVA HUT ,1 ,583 ,- ,-
06044 ,MONOKPAN ,MONOKPAN PALAVA HUT ,1 ,136 ,- ,-
06045 ,SANOYEA ,LUTHERAN ELEM. SCHOOL BUILDING ,5 ,"2,696 ",- ,-
06046 ,KELEPEI ,KELEPEI PALAVA HUT ,2 ,997 ,- ,-
06047 ,WINNIE TA ,WINNIE TA PALAVA ,1 ,439 ,- ,-
06048 ,DARNENAMA ,DARNENAME PALAVA HUT ,1 ,428 ,- ,-
06049 ,GBOGBOTA ,GBOGBOTA PALAVA HUT ,2 ,703 ,- ,-
06050 ,GBARMOKOLLIETA ,GBARMOKOLLIETA PALAVA HUT ,2 ,"1,021 ",- ,-
06051 ,FOLOMENI ,FOLOMENI PALAVA HUT ,2 ,"1,084 ",- ,-
06052 ,GOU ,GOU PALAVA HUT ,2 ,754 ,- ,-
06053 ,GBONOTA ,GBONOTA CLINIC ,2 ,"1,093 ",- ,-
06054 ,PIA-TA ,PIA-TA PALAVA HUT ,2 ,"1,075 ",- ,-
06055 ,KILINYALA ,KILINYALA PALAVA HUT ,1 ,599 ,- ,-
06056 ,BORYORMAH ,BORYORMA PALAVA HUT ,2 ,735 ,- ,-
