30034 ,CENTRAL MONROVIA 1 ,JL GIBSON SCHOOL ,6 ,"3,002 ",- ,-
30035 ,CENTRAL MONROVIA 1 ,ANTONETE TUBMAN STADIUM ,5 ,"2,401 ",- ,-
30036 ,CENTRAL MONROVIA 1 ,ANTONETE TUBMAN STADIUM ,5 ,"2,800 ",- ,-
30037 ,CENTRAL MONROVIA 1 ,MONROVIA DEMO SCHOOL ,4 ,"2,071 ",- ,-
30038 ,CENTRAL MONROVIA 1 ,MONROVIA DEMO SCHOOL ,4 ,"2,153 ",- ,-
30039 ,CENTRAL MONROVIA 1 ,CDB KING ELEMENTARY SCHOOL ,4 ,"2,180 ",- ,-
30040 ,CENTRAL MONROVIA 1 ,CDB KING ELEMENTARY SCHOOL ,4 ,"2,268 ",- ,-
30041 ,CENTRAL MONROVIA 1 ,YMCA ,3 ,"1,276 ",- ,-
30042 ,CENTRAL MONROVIA 1 ,SLIP WAY ELEM SCHOOL ,3 ,"1,554 ",- ,-
30043 ,CENTRAL MONROVIA 1 ,SLIP WAY ELEM SCHOOL ,3 ,"1,356 ",- ,-
30044 ,CENTRAL MONROVIA 1 ,GW GIBSON ,5 ,"2,477 ",- ,-
30045 ,CENTRAL MONROVIA 1 ,GW GIBSON ,4 ,"2,161 ",- ,-
30046 ,CENTRAL MONROVIA 1 ,LORMA QUARTES ELEM SCHOOL ,4 ,"1,925 ",- ,-
30047 ,CENTRAL MONROVIA 1 ,LORMA QUARTES ELEM SCHOOL ,4 ,"1,869 ",- ,-
30050 ,CENTRAL MONROVIA 1 ,NEW JERUSELAM SCHOOL ,4 ,"2,227 ",- ,-
30053 ,CENTRAL MONROVIA 2 ,ST THERASE COONVENT ,4 ,"2,025 ",- ,-
*30054 ,CENTRAL MONROVIA 2 ,RANDALL STREET COMMUNITY,"","","",""
