21001 ,GANGLOTA ,GLEH EL & JR HIGH SCHOOL ,1 ,542 ,- ,-
21002 ,BEYANTA ,BEYANTA TOWN HALL ,1 ,475 ,- ,-
21003 ,GBAKOLE ,GBAKOLE TOWN HALL ,1 ,200 ,- ,-
21004 ,GBONGIE ,GBONGIE TOWN HALL ,1 ,228 ,- ,-
21005 ,GBAKOITA ,GBAKOITA TOWN HALL ,1 ,48 ,- ,-
21006 ,GBONYEA ,GBONYEA TOWN HALL ,1 ,432 ,- ,-
21007 ,KPAYAKOLE ,KPAYAKOLE TOWN HALL ,1 ,286 ,- ,-
21008 ,GORLU ,GORLU PUBLIC SCHOOL ,2 ,"1,008 ",- ,-
21009 ,TELIMU ,TELIMU TOWN HALL ,1 ,280 ,- ,-
21010 ,SALAYEA ,SALAYEA PUBLIC SCHOOL ,3 ,"1,703 ",- ,-
21011 ,TAILEMAI ,TAILMAI TOWN HALL ,1 ,425 ,- ,-
21012 ,YARPUAH ,YARPUAH PUBLIC SCHOOL ,2 ,765 ,- ,-
21013 ,KPEIEYEA ,KPEIEYEA CLINIC ,2 ,951 ,- ,-
21014 ,GBANWAY ,GBANWAY PUBLIC SCHOOL ,1 ,385 ,- ,-
21015 ,SUCROMU ,PUBLIC BUILDING ,2 ,"1,026 ",- ,-
21016 ,ZOLOWO ,GUZAL PUBLIC SCHOOL ,3 ,"1,322 ",- ,-
21017 ,ZOLOWO ,GUZAL PUBLIC SCHOOL 11 ,1 ,503 ,- ,-
21018 ,FASAWALOZU ,FASAWALOZU TOWN HALL ,1 ,248 ,- ,-
21019 ,ZORZOR TOWN ,ZORZOR PUBLIC SCHOOL 11 ,2 ,"1,072 ",- ,-
21020 ,ZORZOR TOWN ,ZORZOR PUBLIC SCHOOL 1 ,4 ,"2,166 ",- ,-
21021 ,KILIWU ,KILWU PUBLIC SCHOOL ,1 ,514 ,- ,-
21022 ,YEALA ,YEALA PUBLIC SCHOOL ,2 ,902 ,- ,-
21023 ,FISSIBU ,FISSEBU PUBLIC SCHOOL ,4 ,"1,870 ",- ,-
21024 ,BORKEAZA ,BORKEAZA PUBLIC SCHOOL ,3 ,"1,515 ",- ,-
21025 ,ZELEMAI ,ZELAMAI PUBLIC SCHOOL ,1 ,581 ,- ,-
21026 ,ZUWULOR ,ZUWULOR TOWN HALL ,1 ,378 ,- ,-
21027 ,KONIA ,GARBO PUBLIC SCHOOL 1 ,2 ,"1,003 ",- ,-
21029 ,KONIA ,GARBO PUBLIC SCHOOL 11 ,1 ,562 ,- ,-
21030 ,ZIGGIDA ,ZIGGIDA PUBLIC SCHOOL ,2 ,758 ,- ,-
21031 ,WOZI ,WOZI PUBLIC SCHOOL ,1 ,249 ,- ,-
21033 ,LUYEAMA ,LUYEMA TOWN HALL ,1 ,340 ,- ,-
21034 ,BARZIWAN ,BARZIWAN TOWN HALL ,1 ,397 ,- ,-
21035 ,WAKESU ,WAKESU TOWN HALL ,1 ,364 ,- ,-
21036 ,KPASIGIZIZIA ,KPASIGIA TOWN HALL ,1 ,488 ,- ,-
21037 ,KABATA ,KABATA TOWN HALL ,1 ,66 ,- ,-
21038 ,BARWAHN ,BARWAHN TOWN HALL ,1 ,121 ,- ,-
