03010 ,SUEHN ,SUEHN PALAVA HUT ,2 ,"1,168 ",- ,-
03011 ,KPAKPLA ,KPAKPLA  PALAVA HUT ,1 ,367 ,- ,-
03012 ,GBOJAY ,GBOJAY  PALAVA HUT ,2 ,829 ,- ,-
03013 ,SONODEE ,SONODEE TOWN HALL ,1 ,425 ,- ,-
03014 ,GBAO ,GBAO  PALAVA HUT ,1 ,552 ,- ,-
03015 ,MOILA ,MOILA TOWN HALL ,1 ,355 ,- ,-
03016 ,MALOMA ,MALOMA PALAVA HUT ,1 ,164 ,- ,-
03017 ,MULBAH ,MULBAH  PALAVA HUT ,1 ,316 ,- ,-
03018 ,BIG GEVEH ,BIG GEVEH  PALAVA HUT ,1 ,223 ,- ,-
03019 ,GBAI ,GBAI PALAVA HUT ,1 ,198 ,- ,-
03020 ,GONGWEH ,GONGWEH PALAVA HUT ,1 ,139 ,- ,-
03021 ,MECCA ,MECCA PALAVA HUT ,1 ,403 ,- ,-
03022 ,ALASALA ,ALASALA PALAVA HUT ,1 ,376 ,- ,-
03023 ,LEYHAN ,LEYHAN PALAVA HUT ,1 ,194 ,- ,-
03024 ,TOLOKOR/TULEMU ,TOLOKOR/TULEMU PALAVA HUT ,1 ,313 ,- ,-
03025 ,BONOR TOWN ,BONOR TOWN PALAVA HUT ,1 ,243 ,- ,-
03026 ,ZOHNBAIMON ,ZOHNBAIMON  PALAVA HUT ,1 ,196 ,- ,-
03027 ,WEAJOR ,WEAJOR TOWN HALL ,1 ,535 ,- ,-
03028 ,BEH TOWN ,BEH TOWN TOWN HALL ,2 ,645 ,- ,-
03029 ,GBAIGBON ,GBAIGBON TOWN HALL ,1 ,291 ,- ,-
03030 ,VOTOR ,VOTOR TOWN HALL ,1 ,372 ,- ,-
03031 ,DARGWE ,DARGWE TOWN HALL ,1 ,573 ,- ,-
03032 ,GOIWEIN ,GOIWEIN PALAVA ,1 ,225 ,- ,-
03033 ,TOMA TOWN 1 ,TOMA TOWN 1  PALAVA HUT ,1 ,289 ,- ,-
03034 ,JENNE NO.1 ,JENNE NO.1 TOWN HALL ,2 ,860 ,- ,-
03035 ,VINCENT TOWN ,VINCENT TOWN  PALAVA HUT ,1 ,456 ,- ,-
03036 ,BOGBEH ,BOGBEH  PALAVA HUT ,1 ,461 ,- ,-
*03038 ,CENTRAL ROYESVILLE ,CENTRAL ROYESVILLE,"","","",""
03037 ,BOWEIN ,BOWEIN  PALAVA HUT ,1 ,405 ,- ,-
03039 ,QUENYONDEE ,QUENYONDEE TOWN HALL ,1 ,371 ,- ,-
03040 ,NYANAHUN ,NYANAHUN PALAVA HUT ,1 ,114 ,- ,-
03041 ,FOLLEY TOWN ,FOLLEY TOWN  PALAVA HUT ,1 ,219 ,- ,-
