18001 ,SASSTOWN CITY ,SASSTOWN HIGH SCHOOL ,2 ,669 ,- ,-
18002 ,NROKWA ,NROKWA PUBLIC SCHOOL ,2 ,881 ,- ,-
18003 ,BETU ,BETU PUBLIC SCHOOL ,1 ,205 ,- ,-
18004 ,NIFU ,NIFU PUBLIC SCHOOL ,2 ,687 ,- ,-
18005 ,NEROH ,NEROH PUBLIC SCHOOL ,1 ,224 ,- ,-
18006 ,NIPLEKPO ,NIPLEKPO PUBLIC SCHOOL ,1 ,51 ,- ,-
18007 ,BARFORWIN ,F.F. DOE JUNIOR HIGH SCHOOL ,1 ,561 ,- ,-
18008 ,WAKPO ,WAKPO PUBLIC SCHOOL ,1 ,121 ,- ,-
18009 ,JARKAKPOR ,JARKAKPOR PUBLIC SCHOOL ,1 ,351 ,- ,-
18010 ,DOESWEN ,AMBROSE WORJLOH ELEMENTARY SCHOOL ,1 ,396 ,- ,-
18011 ,BOLLOH POE ,POE PUBLIC SCHOOL ,1 ,199 ,- ,-
18012 ,GEE CITY ,BUAH JR. HIGH SCHOOL ,2 ,963 ,- ,-
18013 ,JLATEKEN ,JLATEKEN PUBLIC SCHOOL ,1 ,534 ,- ,-
18014 ,WLOPLUKEN ,WLOPLUKEN PUBLIC SCHOOL ,1 ,485 ,- ,-
18015 ,DWEKEN ,DWEKEN ELEMENTARY SCHOOL ,1 ,390 ,- ,-
18016 ,PARLUKEN ,PARLUKEN PUBLIC SCHOOL ,2 ,799 ,- ,-
