33536 ,DINGARMON ,DINGARMON PUBLIC SCH. ,2 ,739 ,- ,-
33537 ,TONDIN ,TONDIN PUBLIC SCHOOL ,1 ,485 ,- ,-
33538 ,WHYNOR ,WHYNOR HUT ,1 ,411 ,- ,-
33539 ,BUSIE ,PUBLIC SCHOOL ,2 ,863 ,- ,-
33540 ,MONGBEIN ,TOWN HALL ,1 ,485 ,- ,-
33541 ,ZULUYEE ,ZULUYEE PUBLIC SCHOOL ,1 ,480 ,- ,-
33542 ,GBLORYEE ,PALAVA HUT ,2 ,623 ,- ,-
33543 ,PLEDEHYEE ,PLEDEHYEE COMM. SCH. ,1 ,185 ,- ,-
33545 ,GBIESELLA ,GBIESELLA PUBLIC SCHOOL ,2 ,698 ,- ,-
33546 ,GANTA REHAB ,REHAB SCHOOL ,1 ,547 ,- ,-
33547 ,GANTA ,J.W. PEARLSON HIGH ,4 ,"1,865 ",- ,-
*33544 ,SMALL GANTA ,NEAR GANTA CHECK-POINT,"","","",""
33548 ,GANTA ,YINI HIGH SCHOOL ,2 ,"1,184 ",- ,-
33549 ,GANTA ,CHRISTIAN MESSIAH ACADEMY ,3 ,"1,743 ",- ,-
33550 ,GANTA ,HARRIET E. PARKINSON MEMORIAL ACADEMY ,4 ,"1,970 ",- ,-
33551 ,GANTA ,YMCA SCHOOL ,3 ,"1,246 ",- ,-
33552 ,GANTA ,HOPE ACADEMY ,3 ,"1,751 ",- ,-
33553 ,GANTA ,TOKAY HILL ,4 ,"2,200 ",- ,-
33554 ,GANTA ,GANTA OLD MARKET ,5 ,"2,529 ",- ,-
33555 ,GANTA ,LPRC COMPOUND ,3 ,"1,446 ",- ,-
33556 ,GANTA ,GEORGE TOE WASHINGTON SCH. ,4 ,"1,867 ",- ,-
33557 ,NEINGBEIE ,GEORGE DUNBAR SCHOOL ,3 ,"1,324 ",- ,-
33558 ,GBAYDIN ,GBAYDIN PUBLIC SCHOOL ,2 ,"1,070 ",- ,-
