30081 ,TWEH FARM ,ST PAULS BRIDGE ELEM SCH/MCSS ,3 ,"1,405 ",- ,-
*30079 ,TWEH FARM ,TWEH FARM (NEAR ISLAND CLINIC),"","","",""
*30080 ,TWEH FARM ,TWEH FARM (NEAR ISLAND CLINIC),"","","",""
30085 ,TWEH FARM ,REV JOHN TWEH FOUNDATION SCH ,3 ,"1,732 ",- ,-
*30082 ,TWEH FARM ,TWEH FARM,"","","",""
*30083 ,TWEH FARM ,TWEH FARM,"","","",""
*30084 ,TWEH FARM ,TWEH FARM,"","","",""
30086 ,ST. PAUL'S BRIDGE ,MARK RICHARDS JR HIGH SCH. ,3 ,"1,694 ",- ,-
*30088 ,ST. PAUL'S BRIDGE ,ST PAULS BRIDGE COMMUNITY,"","","",""
30087 ,ST. PAUL'S BRIDGE ,MARK RICHARDS JR HIGH SCH. ,3 ,"1,667 ",- ,-
*30089 ,ST. PAUL'S BRIDGE ,WHEA TOWN/ST PAULS BRIDGE COM.,"","","",""
30096 ,DUALA/CALDWELL ,SAMUEL SLEWION DOE INST ,3 ,"1,280 ",- ,-
*30095 ,DUALA/CALDWELL ,DUALA COMMUNITY,"","","",""
30098 ,DUALA/CALDWELL ,VICTOR MOLU INSTITUTE ,4 ,"2,006 ",- ,-
*30097 ,DUALA/CALDWELL ,DUALA COMMUNITY,"","","",""
30106 ,DUALA/CALDWELL ,OLD TUBMAN SCHOOL ,3 ,"1,633 ",- ,-
*30107 ,DUALA/CALDWELL ,OPPOSITE MENDELA FIELD COMMUNITY,"","","",""
30151 ,NEW KRU TOWN ,N.K.T EL & JR HIGH SCHOOL ,4 ,"2,056 ",- ,-
*30150 ,NEW KRU TOWN ,NEW KRU TOWN CENTRAL COMMUNITY,"","","",""
30152 ,NEW KRU TOWN ,N.K.T EL & JR HIGH SCH ,3 ,"1,313 ",- ,-
30153 ,NEW KRU TOWN ,GEORGE CALL HIGH SCHOOL ,3 ,"1,461 ",- ,-
30154 ,NEW KRU TOWN ,GEORGE CALL HIGH SCHOOL ,3 ,"1,601 ",- ,-
*30161 ,NEW KRU TOWN ,FOONDAY / FLORIDA,"","","",""
30157 ,NEW KRU TOWN ,D.TWEH HIGH SCHOOL/MCSS ,3 ,"1,488 ",- ,-
*30156 ,NEW KRU TOWN ,NEW KRU TOWN CENTRAL COMMUNITY,"","","",""
30158 ,NEW KRU TOWN ,D.TWEH HIGH SCHOOL/MCSS ,3 ,"1,576 ",- ,-
*30155 ,NEW KRU TOWN ,NEW KRU TOWN CENTRAL COMMUNITY,"","","",""
30159 ,NEW KRU TOWN ,GOOD SHEPHERD -TOMORROW  SCH ,3 ,"1,319 ",- ,-
30160 ,NEW KRU TOWN ,ADMINISTRATION BUILDING ,4 ,"1,851 ",- ,-
30162 ,NEW KRU TOWN ,A.C.F.I SCHOOL ,2 ,"1,069 ",- ,-
30163 ,NEW KRU TOWN ,ST. JOHN BAPTIST EL.&JR. HIGH SCH. ,4 ,"1,843 ",- ,-
*30164 ,NEW KRU TOWN ,POINT 4/MANDELA FIELD,"","","",""
30165 ,NEW KRU TOWN ,BUSH ROAD FOUNDATION EL/ JR SCH ,3 ,"1,426 ",- ,-
30166 ,NEW KRU TOWN ,CHILD HOPE SCHOOL ,4 ,"2,143 ",- ,-
*30167 ,NEW KRU TOWN ,POINT 4/LAGOON,"","","",""
30169 ,NEW KRU TOWN ,ASSEMBLY OF GOD JR HIGH SCH ,3 ,"1,314 ",- ,-
*30168 ,NEW KRU TOWN ,POINT 4/LAGOON,"","","",""
