09123 ,CHARLIE JONHSON TOW ,PALAVA HUT ,2 ,777 ,- ,-
09124 ,TUBMANVILLE SCHOOL ,SCHOOL BUILDING ,2 ,881 ,- ,-
09125 ,JAMES HENRY TOWN ,PALAVA HUT ,1 ,453 ,- ,-
09126 ,BLAYGBAHN TOWN ,PALAVA HUT ,2 ,662 ,- ,-
09127 ,CAMPHOR MISSION ,PALAVA HUT ,2 ,934 ,- ,-
*09122 ,KAY KAY TOWN ,KAY KAY TOWN,"","","",""
09128 ,BAY TOWN ,WHERNGO BAYE TOWN PALAVA HUT ,1 ,462 ,- ,-
09157 ,GIO TOWN ,PALAVA HUT ,2 ,736 ,- ,-
09159 ,GBEAYOU TARR TOWN ,PALAVA HUT ,1 ,362 ,- ,-
09160 ,GUEH TOWN ,PALAVA HUT ,1 ,367 ,- ,-
09161 ,GEEHBEOR TOWN ,PALAVA HUT ,2 ,904 ,- ,-
09162 ,GBEEWEIN TOWN ,PALAVA HUT ,1 ,457 ,- ,-
09163 ,MENTEE TOWN ,PALAVA HUT ,1 ,262 ,- ,-
09164 ,NYUBEHN TOWN ,PALAVA HUT ,2 ,879 ,- ,-
09165 ,DEE WORTH  TOWN ,PALAVA HUT ,2 ,825 ,- ,-
09166 ,BEHN TOWN II ,PALAVA HUT ,3 ,"1,263 ",- ,-
