33564 ,DUONPEA ,DUONPEA PUBLIC SCHOOL ,1 ,233 ,- ,-
33565 ,SIAPLAY ,SIAPLAY PUBLIC SCHOOL ,2 ,612 ,- ,-
33566 ,BAYLEHGLAY ,BAYLEHYLAY PUBLIC SCH. ,2 ,974 ,- ,-
33567 ,BAHN ,BAHN HIGH SCHOOL ,3 ,"1,567 ",- ,-
33568 ,BAHN ,KARYEA COMPOUND ,3 ,"1,588 ",- ,-
33569 ,BAHN ,TUAZAMA’S COMPOUND ,3 ,"1,390 ",- ,-
33570 ,GBLAH ,GBLAH PUBLIC SCHOOL ,3 ,"1,339 ",- ,-
33571 ,RHEKPEHLAY ,RHEKPEBLAY PUBLIC SCHOOL ,2 ,945 ,- ,-
33572 ,ZAYGLAY ,ZAYGLAY PUBLIC SCH ,2 ,684 ,- ,-
33573 ,MIAPLAY BONNAH ,BONNAH PUBLIC SCH ,2 ,"1,165 ",- ,-
33582 ,DINPLAY ,DINPLAY PUBLIC SCHOOL ,3 ,"1,249 ",- ,-
33583 ,FROHLAY ,FROHLAY PUBLIC SCH ,2 ,952 ,- ,-
33584 ,NYARLAY , NYARLAY PALAVA HUT ,2 ,957 ,- ,-
33585 ,MAHNPLAY ,MAHNPLAY PALAVA HUT ,2 ,678 ,- ,-
33586 ,YAO LEPULA ,LEPULA PUBLIC SCHOOL ,2 ,971 ,- ,-
33587 ,DIAPLAY ,DIAPLAY PUBLIC SCH ,3 ,"1,286 ",- ,-
33588 ,NYOR BUUTUO ,NYOR BUUTUO PUBLIC SCHOOL ,3 ,"1,249 ",- ,-
33589 ,GLARLAY ,GLARLAY PUBLIC SCH ,3 ,"1,319 ",- ,-
33590 ,YAO TIAPLAY TOWN ,YAO TIAPLAY PALAVA HUT ,2 ,866 ,- ,-
33591 ,BEEPLAY ,BEEPLAY PUBLIC SCH ,4 ,"2,345 ",- ,-
33592 ,GBLOULAY ,GBLOULAY PUBLIC SCH ,4 ,"1,957 ",- ,-
33593 ,BUTUO ,PRESIDENTIAL BUILDING ,4 ,"2,152 ",- ,-
33606 ,SENLAY ,SENLAY PUBLIC SCH ,3 ,"1,375 ",- ,-
33607 ,VANYENGLAY ,VANYENGLAY PUBLIC SCH ,2 ,930 ,- ,-
33617 ,KPAIRPLAY ,KPAIPLAY PUBLIC SCHOOL ,3 ,"1,744 ",- ,-
