21051 ,VOINJAMA CITY ,VOINJAMA F.P MISSION SCHOOL ,3 ,"1,635 ",- ,-
21052 ,VOINJAMA CITY ,VOINJAMA PUBLIC SCHOOL ,4 ,"2,020 ",- ,-
21053 ,VOINJAMA CITY ,VOINJAMA CATHOLIC SCHOOL ,4 ,"1,833 ",- ,-
21054 ,VOINJAMA CITY ,VOINJAMA MARKET HALL ,6 ,"3,215 ",- ,-
21055 ,BAKIEDOU ,BAKIEDOU PUBLIC SCHOOL ,3 ,"1,469 ",- ,-
21056 ,JARMULOR ,JARNUFUMA PUBLIC SCHOOL ,1 ,384 ,- ,-
21057 ,KANELA ,KANELA TOWN HALL ,2 ,746 ,- ,-
21058 ,TUSSU ,TUSSU TOWN HALL ,2 ,650 ,- ,-
21059 ,KOLELA ,KOLELA TOWN HALL ,3 ,"1,302 ",- ,-
21060 ,MARVEKONDO ,MARVEKONDO TOWN HALL ,2 ,795 ,- ,-
21061 ,KONDADU ,KONDADU TOWN HALL ,4 ,"2,162 ",- ,-
21062 ,SIRMODU ,SIRMODU TOWN HALL ,1 ,314 ,- ,-
21063 ,WOMANOR ,WOMANOR TOWN HALL ,1 ,235 ,- ,-
21064 ,SAKOMEDU ,SAKOMEDU PUBLIC SCHOOL ,4 ,"2,042 ",- ,-
21065 ,KUGBEMAI ,KUGBEMAI TOWN HALL ,1 ,416 ,- ,-
21066 ,VONEMA ,VONEMA TOWN HALL ,1 ,377 ,- ,-
21067 ,LAWALAZU ,LAWALAZU PUBLIC SCHOOL ,2 ,"1,128 ",- ,-
21068 ,TOBOGIZIZU ,TOBOGIZIZU TOWN HALL ,2 ,704 ,- ,-
21069 ,YANDIZU ,YANDIZU PUBLIC SCHOOL ,1 ,346 ,- ,-
21070 ,BITIJAMA ,BITIJAMA TOWN HALL ,1 ,378 ,- ,-
21071 ,BAZAGIZIA ,BAZAGIZIA TOWN HALL ,1 ,386 ,- ,-
