06001 ,GLENKORMAH ,GLENKORMAH HUT ,1 ,549 ,- ,-
06002 ,JORNKAI ,JORNKAI PALAVA HUT ,1 ,197 ,- ,-
06003 ,YAINDEWUAN ,YAIDEWUAN PALAVA HUT ,2 ,996 ,- ,-
06004 ,GARUWOQUELLEH ,GARUWOQUELLEH PALAVA HUT ,2 ,988 ,- ,-
06005 ,KORNIE ,KORNIE PALAVA HUT ,1 ,317 ,- ,-
06006 ,BELEFANAI ,BELEFANAI PALAVA HUT ,1 ,430 ,- ,-
06007 ,SINYEA TOWN ,SINYEA PUBLIC SCHOOL ,2 ,"1,030 ",- ,-
06008 ,BALAMAH TOWN ,BALAMAH HUT ,1 ,528 ,- ,-
06009 ,GARLAI ,GARLAI SCHOOL ,1 ,305 ,- ,-
06010 ,GUERMUE ,GUERMUE PALAVA HUT ,2 ,740 ,- ,-
06011 ,KRONENAH ,KRONENAH ,2 ,"1,018 ",- ,-
06012 ,DULIMUE ,DULIMUE ,2 ,975 ,- ,-
06013 ,MONONKPANGA ,MONONKPANGA PUBLIC SCHOOL ,1 ,434 ,- ,-
06014 ,CUTTINGTON CAMPUS ,CUTTINGTON CAMPUS ,3 ,"1,310 ",- ,-
06015 ,PHEBE COMPOUND ,PHEBE COMPOUND ,4 ,"1,854 ",- ,-
06016 ,GBARTALA TOWN ,GBARTALA PARA. CHIEF OFFICE ,5 ,"2,643 ",- ,-
06017 ,TAYLOR TOWN ,UMC SCHOOL BUILDING ,2 ,"1,142 ",- ,-
06018 ,VOLOBLAI ,VOLOBLAI ,2 ,858 ,- ,-
06019 ,FENUTOLI TOWN ,FENUTOLI PUBLIC SCHOOL ,2 ,650 ,- ,-
06020 ,DUWAYEAPOLU ,DUWAYEAPULO HUT ,1 ,238 ,- ,-
06021 ,GARYEA ,GARYEA PALAVA HUT ,2 ,"1,042 ",- ,-
06022 ,TUMATA ,TUMATA PUBLIC SCHOOL ,1 ,548 ,- ,-
06033 ,SUAKOKO TOWN ,SUAKOKO TOWN HALL ,4 ,"2,269 ",- ,-
06034 ,SUAKOKO TOWN ,SUAKOKO CENTRAL HIGH SCHOOL ,2 ,"1,178 ",- ,-
06035 ,SGT. KOLLIE TOWNW ,SKT MARKET HALL ,3 ,"1,478 ",- ,-
