30055 ,CENTRAL MONROVIA 2 ,NEW PORT HIGH SCHOOL ,5 ,"2,729 ",- ,-
30056 ,CENTRAL MONROVIA 2 ,NEW PORT HIGH SCHOOL ,4 ,"2,326 ",- ,-
30057 ,CENTRAL MONROVIA 2 ,FAMILY NURSING CENTER ,4 ,"1,897 ",- ,-
30058 ,CENTRAL MONROVIA 2 ,CATHEDRAL CATHOLIC SCH ,4 ,"2,238 ",- ,-
*30066 ,CENTRAL MONROVIA 2 ,UPPER FRONT STREET,"","","",""
30059 ,CENTRAL MONROVIA 2 ,CATHEDRAL CATHOLIC SCH ,4 ,"1,995 ",- ,-
*30062 ,CENTRAL MONROVIA 2 ,BROAD/ASHMUN/RANDALL,"","","",""
30060 ,CENTRAL MONROVIA 2 ,OLD EXECUTIVE PAVILION ,4 ,"2,336 ",- ,-
30061 ,CENTRAL MONROVIA 2 ,OLD EXECUTIVE PAVILION ,3 ,"1,745 ",- ,-
30063 ,CENTRAL MONROVIA 2 ,OLD DUCOR CONTINENTAL ,2 ,"1,192 ",- ,-
30064 ,CENTRAL MONROVIA 2 ,CENTINAL PAVILION ,5 ,"2,521 ",- ,-
*30068 ,CENTRAL MONROVIA 2 ,LOWER ASHMUN,"","","",""
30065 ,CENTRAL MONROVIA 2 ,CENTINAL PAVILION ,4 ,"2,389 ",- ,-
*30067 ,CENTRAL MONROVIA 2 ,LOWER ASHMUN,"","","",""
30069 ,WEST POINT ,LIBERIA ELECTRIC HQ/COMP ,5 ,"2,440 ",- ,-
*30070 ,WEST POINT ,WEST POINT,"","","",""
30071 ,WEST POINT ,LIBERIA ELECTRIC HQ/COMP ,4 ,"1,952 ",- ,-
*30072 ,WEST POINT ,WEST POINT,"","","",""
30073 ,WEST POINT ,MV MASSAQUOI SCHOOL ,3 ,"1,552 ",- ,-
30074 ,WEST POINT ,MV MASSAQUOI SCHOOL ,3 ,"1,685 ",- ,-
30075 ,WEST POINT ,OUR LADY STAR OF THE SEA ,3 ,"1,251 ",- ,-
30076 ,WEST POINT ,OUR LADY STAR OF THE SEA ,2 ,"1,160 ",- ,-
30077 ,WEST POINT ,ADMINISTRATION BUILDING ,4 ,"2,139 ",- ,-
30078 ,WATER STREET ,OLD NATIONAL BANK BLDG ,5 ,"2,451 ",- ,-
