15026 ,PELLIZOHN ,PELLIZOHN ELEMENTARY JR. HIGH SCHOOL ,1 ,332 ,- ,-
15027 ,KUMAH TOWN ,KUMAH TOWN PUBLIC SCHOOL ,1 ,329 ,- ,-
15028 ,GARDUE TOWN ,GARDUE TOWN PALAVA HUT ,1 ,297 ,- ,-
15029 ,TUFFI TOWN ,TUFFI TOWN PALAVA HUT ,1 ,264 ,- ,-
15030 ,PETROKEN TOWN ,PETROKEN TOWN PUBLIC SCHOOL ,1 ,445 ,- ,-
15031 ,KARLAWLEH TOWN ,KARLAWLEH TOWN PUBLIC SCHOOL ,2 ,646 ,- ,-
15032 ,PENNEKEN TOWN ,PENNEKEN TOWN PUBLIC SCHOOL ,1 ,580 ,- ,-
15033 ,JARWODEE TOWN ,JARWODEE TOWN PUBLIC SCHOOL ,2 ,745 ,- ,-
15034 ,BOUNDARY TOWN ,BOUNDARY TOWN PALAVA HUT ,1 ,597 ,- ,-
15035 ,ZIAH TOWN ,ZIAH TOWN PLAVA HUT ,3 ,"1,665 ",- ,-
15036 ,ZIAH TOWN ,ALBERT MEMORIAL INSTITUTE ZIAH TOWN ,2 ,851 ,- ,-
15037 ,DRUOGLOR TOWN ,DRUOGLOR TOWN PALAVA HUT ,1 ,156 ,- ,-
15038 ,PEOH TOWN ,PEOH TOWN PALAVA HUT ,1 ,185 ,- ,-
15039 ,BILLIBO TOWN ,BILLIBO TOWN PALAVA HUT ,1 ,330 ,- ,-
15040 ,KLOTETEE TOWN ,KLOTETEE TOWN PALAVA HUT ,2 ,773 ,- ,-
