27060 ,PEDEBO ,PEDEBO ELEMENTARY SCHOOL ,1 ,553 ,- ,-
27061 ,YOOKUDI ,YOOKUDI ELEMENTARY SCHOOL ,2 ,716 ,- ,-
27062 ,LITTLE WLEBO 1 ,LITTLE WLEBO TOWN HALL ,1 ,255 ,- ,-
27063 ,FISH TOWN ,FISH TOWN PUBLIC SCHOOL ,2 ,688 ,- ,-
27064 ,ROCK TOWN ,ROCK TOWN PUBLIC SCHOOL ,1 ,541 ,- ,-
27065 ,SPRING HILL ,YEALU TOWN HALL ,1 ,281 ,- ,-
27066 ,WHOLE GRAWAY ,WHOLE GRAWAY ELEMENTARY SCHOOL ,1 ,349 ,- ,-
27067 ,CAVALLA ,CAVALLA PUBLIC SCHOOL ,1 ,497 ,- ,-
27068 ,KABLAKE ,KABLAKE TOWN HALL ,1 ,108 ,- ,-
27069 ,WORTEKE ,WORTEKE TOWN HALL ,1 ,119 ,- ,-
27070 ,JACKSON VILLE ,EAST HARPER ELEMENTARY SCHOOL ,2 ,969 ,- ,-
27071 ,CITY HALL ,HARPER CITYT HALL ,2 ,907 ,- ,-
27072 ,NEWKRU TOWN ,NEWKRU TOWN HALL ,3 ,"1,277 ",- ,-
27073 ,HOFFMAN STATION ,BIG TOWN PUBLIC SCHOOL ,3 ,"1,535 ",- ,-
27074 ,HAPPER 1 URBANE ZONE ,AGNES THOMPSON KINDERGARTEN ,3 ,"1,239 ",- ,-
27075 ,HARPER 2 URBANE ZONE ,MERRY-GO-ROUND ,3 ,"1,358 ",- ,-
