12001 ,SANJE TOWN ,SANJE PUBLIC SCHOOL BUILDING ,5 ,"2,501 ",- ,-
12002 ,JUNDU TOWN ,JUNDU PUBLIC SCHOOL ,2 ,755 ,- ,-
12003 ,WANGEKAR TOWN ,WANGAKAR PUBLIC SCHOOL ,2 ,821 ,- ,-
12004 ,MADINA TOWN ,MADINA PUBLIC SCHOOL ,5 ,"2,994 ",- ,-
12005 ,BENDU TOWN ,BENDU PUBLIC SCHOOL ,1 ,570 ,- ,-
12006 ,ZAWAY ,ZAWAY PUBLIC SCHOOL ,2 ,642 ,- ,-
12007 ,BOMBOJA ,BOMBOJA TOWN HALL ,1 ,280 ,- ,-
12008 ,GONOLO ,GONONAMALAN PUBLIC SCHOOL ,2 ,870 ,- ,-
12009 ,FOMBA ,FOMBA PUBLIC SCHOOL ,1 ,317 ,- ,-
12010 ,ROBERSPORT CITY ,ROBERS CITY HALL ,3 ,"1,769 ",- ,-
12011 ,SEMBUHUM ,SEMBEHUM TOWN HALL ,1 ,218 ,- ,-
12012 ,LATIA TOWN ,LATIA TOWN HALL ,1 ,453 ,- ,-
