30616 ,KESSELLEY BLDG. ,STAR INTERNATIONAL ACADEMY ,4 ,"2,021 ",- ,-
30619 ,SNOW HILL ,ST.PHILIP SCHOOL ,6 ,"3,013 ",- ,-
30620 ,NYANFOR TOWN ,DENNIS FOUNDATION SCHOOL ,4 ,"2,003 ",- ,-
30621 ,SUPERMARKET COMMUN ,JIMMY JOLOCON SCHOOL ,4 ,"2,300 ",- ,-
30622 ,SUPERMARKET COMMUN ,ST.MICHAEL SCHOOL ,6 ,"3,059 ",- ,-
30623 ,NEW GEORGIA  ROAD ,ST.MICHAEL HIGH SCHOOL ,5 ,"2,404 ",- ,-
30624 ,CHOCOLATE CITY ,ALLEN BRYANT SCHOOL ,5 ,"2,756 ",- ,-
30625 ,IRON FACTORY ,FREEWAY BAPTIST SCHOOL ,6 ,"3,073 ",- ,-
30634 ,NEW GEORGIA ESTATE ,JUNIOR HIGH SCHOOL 1 ,5 ,"2,521 ",- ,-
30635 ,NEW GEORGIA ESTATE ,SOLOMON TEMPLE SCHOOL ,2 ,"1,029 ",- ,-
30636 ,NEW GEORGIA ESTATE ,CHRISTIANA COMFORT BEDEL SCHOOL ,4 ,"2,353 ",- ,-
30637 ,TUSA FIELD COMMUNITY ,KULA MEMORIAL ACADEMY ,4 ,"1,942 ",- ,-
30638 ,TUSA FIELD COMMUNITY ,GRACE A. G. M. SCHOOL ,3 ,"1,215 ",- ,-
30639 ,TUSA FIELD COMMUNITY ,SALVATION & DELIVERANCE CHRIST.ACAD. ,4 ,"1,986 ",- ,-
30640 ,TUSA FIELD COMMUNITY ,HENRI W DENNIS SCHOOL ,4 ,"1,927 ",- ,-
30641 ,BATTERY FACTORY ,MOTHER KEBBEH ACADEMY ,4 ,"1,997 ",- ,-
