09041 ,HARTFORD ,SCHOOL BUILDING ,1 ,360 ,- ,-
09042 ,FORTSVILLE ,SCHOOL BUILDING ,1 ,581 ,- ,-
*09050 ,DIGGS TOWN ,DIGGS TOWN,"","","",""
09043 ,HARRISVILLE 1 ,SCHOOL BUILDING ,2 ,754 ,- ,-
09044 ,BEALORWARD ,PASSING BEALORWARD PALAVA HUT ,1 ,211 ,- ,-
09045 ,B-I-A BAIBO INDUSTRIAL ,SCHOOL BUILDING ,1 ,495 ,- ,-
*09055 ,GUEH'S TOWN ,GUEH'S TOWN,"","","",""
09046 ,GAYEGPOKON TOWN ,PALAVA HUT ,1 ,596 ,- ,-
09047 ,KOLLIE TOWN ,PALAVA HUT ,1 ,265 ,- ,-
09048 ,JOHNNY TUTU TOWN ,PALAVA HUT ,1 ,578 ,- ,-
*09049 ,BOHWEIN TOWN ,BOHWEIN TOWN,"","","",""
09051 ,FRAIZER TOWN ,MARKET BUILDING ,1 ,318 ,- ,-
09052 ,NOWAY ,SCHOOL BUILDING ,1 ,251 ,- ,-
09053 ,ZEGAR TOWN ,PALAVA HUT ,1 ,105 ,- ,-
09054 ,NOYEA TOWN ,PALAVA HUT ,1 ,118 ,- ,-
09056 ,ZAMMIE'S TOWN ,PALAVA HUT ,1 ,266 ,- ,-
09057 ,JUAH TOWN ,PALAVA HUT ,1 ,422 ,- ,-
09058 ,DENNIS TOWN ,PALAVA HUT ,1 ,359 ,- ,-
09059 ,BON'S TOWN ,PALAVA HUT ,1 ,322 ,- ,-
09060 ,ALBERT TOWN ,PALAVA HUT ,1 ,266 ,- ,-
09061 ,CHARLIE GIO TOWN ,PALAVA HUT ,1 ,194 ,- ,-
09062 ,CIVIL COMPOUND 2 ,PALAVA HUT ,2 ,"1,018 ",- ,-
09063 ,KODA TOWN ,TOWN HALL ,1 ,333 ,- ,-
09064 ,TEPENEN TOWN ,PALAVA HUT ,1 ,266 ,- ,-
09065 ,GBEHGAYE TOWN ,PALAVA HUT ,1 ,408 ,- ,-
09066 ,KPUE JIMMY TOWN ,PALAVA HUT ,1 ,136 ,- ,-
09067 ,ZAHN TOWN ,PALAVA HUT ,2 ,620 ,- ,-
09068 ,JOE KPUKON TOWN ,PALAVA HUT ,1 ,132 ,- ,-
09069 ,MENSAH TOWN ,PALAVA HUT ,1 ,259 ,- ,-
09070 ,TEEKPAI TOWN ,PALAVA HUT ,1 ,133 ,- ,-
09071 ,BOYWEIN TOWN ,PALAVA HUT ,1 ,160 ,- ,-
09072 ,BALAWEIN TOWN ,PALAVA HUT ,1 ,192 ,- ,-
09073 ,SDA MISSION - SEVEN DA ,SCHOOL BUILDING ,1 ,58 ,- ,-
09074 ,DANIEL TOWN ,PALAVA HUT ,1 ,204 ,- ,-
09075 ,PALAPOLA ,PALAVA HUT ,1 ,264 ,- ,-
09076 ,KUTUAH TOWN ,PALAVA HUT ,1 ,172 ,- ,-
09077 ,SOMAH TOWN ,PALAVA HUT ,1 ,416 ,- ,-
09078 ,WHOOSE TOWN ,PALAVA HUT ,1 ,325 ,- ,-
09080 ,SENYAH TOWN ,PALAVA HUT ,1 ,269 ,- ,-
09081 ,KANGBOPUE TOWN ,PALAVA HUT ,1 ,487 ,- ,-
09082 ,GBORGAR TOWN ,PALAVA HUT ,1 ,230 ,- ,-
09111 ,TAYE TOWN ,PALAVA HUT ,1 ,514 ,- ,-
09112 ,REV. GARDNER SCHOOL ,SCHOOL BUILDING ,1 ,224 ,- ,-
09113 ,KILABAY TOWN ,PALAVA HUT ,1 ,245 ,- ,-
09118 ,DORWIN TOWN ,PALAVA HUT ,1 ,359 ,- ,-
09119 ,YEAWEAH TOWN ,SCHOOL BUILDING ,1 ,219 ,- ,-
09120 ,CENTRAL HARMONVILLE ,PALAVA HUT ,1 ,250 ,- ,-
