03042 ,GBA JA KEH ,GBA COMMUNITY SCHOOL ,6 ,"3,172 ",- ,-
03051 ,GOVERNMENT FARM ,GOVERNMENT FARM PALAVA HUT ,1 ,292 ,- ,-
03054 ,SASS TOWN ,SASS TOWN PUBLIC SCHOOL ,2 ,"1,199 ",- ,-
03055 ,MONNOH ,MONNOH TOWN PALAVA HUT ,1 ,392 ,- ,-
03056 ,SOMBUNG ,SOMBUNG ,1 ,259 ,- ,-
03057 ,GONJEH ,GONJEH PALAVA HUT ,1 ,380 ,- ,-
03058 ,GBARNGBA TOWN ,GBARNGBA TOWN HALL ,1 ,314 ,- ,-
03059 ,GONZIPO ,GONZIPO PALAVA HUT ,1 ,456 ,- ,-
03060 ,MALEMA ,MALEMA TOWN HALL ,2 ,810 ,- ,-
03061 ,KLAY ,GERTRUDE YANCY PUBLIC SCHOOL ,3 ,"1,670 ",- ,-
03062 ,MANAGBOKAI ,MANAGBOKAI PALAVA HUT ,1 ,166 ,- ,-
03063 ,FEFE TOWN ,FEFE TOWN PALAVA HUT ,1 ,440 ,- ,-
03064 ,GOHGEN ,GOHGEN PALAVA HUT ,1 ,420 ,- ,-
03065 ,LOAH ,LOAH PALAVA HUT ,2 ,642 ,- ,-
03066 ,KANGACIA ,KANGACIA PALAVA HUT ,1 ,134 ,- ,-
03067 ,GUIE TOWN ,GUIE TOWN HALL ,2 ,684 ,- ,-
03068 ,GOLODEE GAYLA ,GOLODEE GAYLA PALAVA HUT ,1 ,332 ,- ,-
03069 ,ZORDEE ,UPC CAMPUS ,1 ,448 ,- ,-
03070 ,GOLODEE LASANA ,GOLODEE LASANA PALAVA HUT ,2 ,728 ,- ,-
03071 ,GEVEH FANCIEE ,GEVEH FANCIEE PALAVA HUT ,1 ,300 ,- ,-
03072 ,BEAJOJO ,BEAJOJO CLINIC ,1 ,430 ,- ,-
