09129 ,ESTATE III LAC ,PALAVA HUT ,4 ,"1,958 ",- ,-
09130 ,WESSEH TOWN I ,PALAVA HUT ,1 ,324 ,- ,-
09131 ,WAYEZON TOWN III ,PRIVATE HOUSE ,5 ,"2,867 ",- ,-
09132 ,ZUAGAR TOWN ,PALAVA HUT ,1 ,344 ,- ,-
09133 ,WEEBLEE TOWN ,PALAVA HUT ,2 ,727 ,- ,-
09134 ,KENNEDY TOWN ,PALAVA HUT ,2 ,621 ,- ,-
09135 ,ESTATE II  LAC I ,PALAVA HUT ,1 ,590 ,- ,-
09136 ,GORZOHN TOWN I ,PALAVA HUT ,4 ,"1,888 ",- ,-
09137 ,WEEGBO TOWN ,PALAVA HUT ,1 ,421 ,- ,-
09139 ,YARMAH TOWN ,PALAVA HUT ,2 ,728 ,- ,-
09140 ,TIMBO TOWN ,PALAVA HUT ,1 ,352 ,- ,-
09141 ,FRANK DEE TOWN ,PALAVA HUT ,1 ,391 ,- ,-
*09138 , CEEYAH TOWN , CEEYAH TOWN,"","","",""
09142 ,FEETUAH TOWN I ,PALAVA HUT ,1 ,556 ,- ,-
09143 ,BARSEEGIAH TOWN I ,PALAVA HUT ,2 ,890 ,- ,-
09144 ,MLEWON TOWN I ,PALAVA HUT ,1 ,424 ,- ,-
09145 ,YOKO TOWN ,PALAVA HUT ,1 ,468 ,- ,-
09146 ,BOJUAH TOWN ,PALAVA HUT ,1 ,424 ,- ,-
09147 ,SAYE WHRANE TOWN ,PALAVA HUT ,1 ,148 ,- ,-
09148 ,JAMES ZAWAY TOWN ,PALAVA HUT ,1 ,454 ,- ,-
09149 ,PAYUWAY TOWN I ,PALAVA HUT ,1 ,355 ,- ,-
09150 ,SAINT JOHN BRIDGE ,PALAVA HUT ,1 ,471 ,- ,-
09151 ,TAYDOU TOWN ,PALAVA HUT ,1 ,500 ,- ,-
09152 ,DESOE TOWN I ,PALAVA HUT ,2 ,"1,083 ",- ,-
09153 ,BARNIE TOWN  II ,PALAVA HUT ,1 ,424 ,- ,-
09154 ,BOEWEE TOWN ,PALAVA HUT ,1 ,160 ,- ,-
09155 ,KLEHN'S TOWN II ,PALAVA HUT ,2 ,921 ,- ,-
09156 ,BARSELEE TOWN I ,PALAVA HUT ,2 ,"1,098 ",- ,-
09158 ,COMPOUND # 4 (CLINIC) ,SCHOOL BUILDING ,2 ,926 ,- ,-
09167 ,LIBINC OLD CAMP I ,PALAVA HUT ,3 ,"1,356 ",- ,-
09168 ,KORKOR DAVID TOWN ,PALAVA HUT ,1 ,393 ,- ,-
09169 ,TROYDN I ,PALAVA HUT ,1 ,506 ,- ,-
09170 ,ZONDO TOWN ,PALAVA HUT ,2 ,702 ,- ,-
09171 ,ZARDO GBOEN TOWN ,PALAVA HUT ,1 ,280 ,- ,-
09172 ,FOOD CROP CAMP ,PALAVA HUT ,2 ,677 ,- ,-
09173 ,SEEKO CAMP ,PALAVA HUT ,1 ,436 ,- ,-
09174 ,SIX OLD CAMP ,PALAVA HUT ,1 ,380 ,- ,-
09175 ,BIABIA CAMP ,PALAVA HUT ,1 ,556 ,- ,-
09176 ,LIBERIAN AGRICULTURE ,LAC-HEAD OFFICE ,1 ,447 ,- ,-
