30567 ,V.P. ROAD COMMUNITY ,NAMUWA ENGLISH & ARABIC SCHOOL - II ,4 ,"2,244 ",- ,-
*30570 ,OLD ROAD COMMUNITY ,OLD ROAD COMMUNITY,"","","",""
30568 ,V.P. ROAD COMMUNITY ,WELLS HAIRSTON SCHOOL BLDG ,6 ,"3,076 ",- ,-
30569 ,OLD ROAD COMMUNITY ,MASON CENTER BLDG ,4 ,"1,937 ",- ,-
30571 ,NIPPY TOWN COMMUNIT ,NIPPY TOWN PUBLIC SCHOOL ,3 ,"1,454 ",- ,-
30572 ,TRANSFORMER AREA CO ,PEOPLE'S INSTITUTE BLDG ,2 ,956 ,- ,-
30573 ,KEY HOLE COMMUNITY ,BETHLEHEM BAPTIST CHURCH SCHOOL ,2 ,898 ,- ,-
30574 ,CABRAL HOUSING ESTAT ,A.C.S. COMPOUND ,4 ,"2,317 ",- ,-
30575 ,GAYE TOWN ,GAYE TOWN COMMUNITY SCHOOL ,6 ,"3,159 ",- ,-
30576 ,SMYTHE ROAD COMMUNI ,FORD MADDEN CHRISTIAN ACADEMY ,6 ,"3,025 ",- ,-
30577 ,DIVINE TOWN COMMUNIT ,A.G.M. SCHOOL BLDG ,3 ,"1,411 ",- ,-
30578 ,FISH MARKET COMMUNIT ,FOFANA ISLAMIC SCHOOL BLDG I ,2 ,"1,141 ",- ,-
30579 ,WROTO TOWN COMMUNI ,APOSTALIC FOUNDATION SCHOOL ,4 ,"2,272 ",- ,-
30580 ,OLD ROAD JUNCTION ,FAITHFUL FOUNDATION SCHOOL ,4 ,"2,168 ",- ,-
30581 ,LAKPAZEE COMMUNITY ,BARNES FOUNDATION SCHOOL ,4 ,"2,397 ",- ,-
30582 ,LAKPAZEE COMMUNITY ,BLDG  FOR TOMORROW SCHOOL ,3 ,"1,280 ",- ,-
30589 ,OLD MATADI ESTATE CO ,MATADI COMMUNITY SCHOOL ,3 ,"1,287 ",- ,-
30590 ,OLD MATADI ESTATE CO ,SOS CHILDREN SCHOOL ,3 ,"1,373 ",- ,-
30591 ,NEW MATADI ESTATE CO ,DON BOSCO YOUTH CENTRE ACTIVITY I ,6 ,"3,069 ",- ,-
*30592 ,NEW MATADI ESTATE CO ,NEW MATADI COMMUNITY,"","","",""
