45001 ,BOPOLU ,CENTRAL HIGH SCHOOL BOPOLU TOWN ,5 ,"2,579 ",- ,-
45002 ,TOTOQUELLAH ,"PALAVA HUT, TOTOQUELLEH ",1 ,388 ,- ,-
45003 ,GBAROQUAI ,"PRIVATE HOUSE, GBAROQUAI ",1 ,396 ,- ,-
45004 ,GOINDIMA ,"PRIVATE HOUSE-PORCH,GOINDIMA ",1 ,290 ,- ,-
45005 ,BOMBOOMA ,PRIVATE HOUSE OF TOWN CHIEF ,1 ,315 ,- ,-
45006 ,BANDOKAI (USMAN TOW ,CHARLAS P.ROGERS COMMUNITY SCHOOL ,1 ,268 ,- ,-
45007 ,VARMAH ,"PRIVATE HOUSE, VARMAH TOWN ",1 ,149 ,- ,-
45008 ,GBARYAMA ,TOWN HALL GBARYAMA ,2 ,627 ,- ,-
45009 ,GBELETA ,TOWN HALL GBELETA ,1 ,495 ,- ,-
45010 ,HENRY TOWN ,TOWN HALL HENRY ,1 ,365 ,- ,-
45011 ,GAINKPAI ,"PUBLIC SCHOOL,GAINKPAI TOWN ",1 ,193 ,- ,-
45012 ,MANOWELLAH ,"ELEMENTARY SCHOOL,MANOWELLEH TOWN ",1 ,162 ,- ,-
