30002 ,Goba Town Public School ,Goba ,1161 ,3
30003 ,Sackie Town Public School ,Sackie ,649 ,2
30028 ,Careysburg High School ,Central Careysburg ,874 ,2
30029 ,Careysburg Administrative Building ,Central Careysburg ,1023 ,3
30072 ,Crozierville Town Hall ,Central Crozierville ,1087 ,3
30101 ,Euphemial Barclay School ,"Fahn Gotor, Bentol City ",1302 ,3
30102 ,Morris Farm School ,Morris Farm Community ,1964 ,4
30103 ,Blopa Public School ,Blopa ,709 ,2
30104 ,Fendall Public School ,Central Fendall ,643 ,2
30105 ,Fendall U.L. Palava Hut ,Fendall ,1963 ,4
30138 ,Children Home School ,Children Home ,908 ,2
30140 ,Youth Camp Auditorium ,Bulu ,1312 ,3
30141 ,Freeman Reserved Public School ,Freeman Reserved ,837 ,2
30147 ,Bernand Curve Palava Hut ,Freeman ,612 ,2
30148 ,David A. Day Memorial Lutheran School ,Central Harrisburg ,328 ,1
30149 ,Raymond Camp School ,Raymond Camp ,380 ,1
30170 ,Kartoe Public School ,Kartoe Town ,571 ,2
30177 ,Kingsville Public School ,Central Kingsville ,1553 ,4
30178 ,Kingsville Public School ,Central Kingsville ,1608 ,4
30179 ,15th Gate Community School ,15th Gate community ,833 ,2
30180 ,Kpayaquelleh Palava Hut ,Kpayaquelleh ,379 ,1
30189 ,Louisiana Waterside Community School ,Louisiana Waterside ,417 ,1
30190 ,King's Farm Community School ,King's Farm ,1262 ,3
30191 ,Mary Paye Farm Public School ,Mary Farm ,487 ,1
30194 ,Gwee Town Palava Hut ,Gwee ,770 ,2
30195 ,Tarquoi Town Palava Hut ,Tarquoi ,431 ,1
30196 ,Koon Town Public School ,Koon ,1323 ,3
30197 ,Manamu Town Palava Hut ,Manamu ,521 ,2
30215 ,Zingbor Town Hall ,Zingbor ,794 ,2
30270 ,Sasstown Community School ,Sasstown ,443 ,1
30328 ,New Land IDP Camp Community Hall ,New Land ,371 ,1
30329 ,New Land IDP Camp Community Hall ,Upper Careysburg ,423 ,1
30330 ,Clean Town Palava Hut ,Clean Town/Todee ,505 ,2
30331 ,Zannah Town Public School ,Zannah Town/Todee ,1218 ,3
30332 ,Moisee Town Public School ,Morcee Town/Todee ,262 ,1
30333 ,Yeakpai Town Public School ,Yeakpai Town/Todee ,1106 ,3
30334 ,Yeagbah Town Public School ,Yeagbah Town/Todee ,758 ,2
30335 ,Nyehn Town Public School ,Nyehn Town/Todee ,1432 ,3
30432 ,C. H. Henry Public School ,Central White Plains ,142 ,1
30433 ,Jesus Christ Children Int'l School ,Central White Plains ,245 ,1
30434 ,Hart Town Hall ,Hart Town ,223 ,1
30435 ,Yarkpazuah Palava Hut ,Yarkpazuah Town ,1005 ,3
30436 ,Pleemu Public School ,Pleemu Town ,1455 ,3
